final_text,sentiment
product horrible use u buy supplier wont returnread,1
good quality soundsread,0
good product good soundread,0
nice product value moneybass killari love read,0
best classread,0
sound bass quality good battery backup bestread,0
boat rockerz varry good productsound bass battery backup excellent product falt automatic power minitsthat bad kindly chack product,0
overall good headphone great build quality starting little bit uncomfortable ear comfortable nice headphone go withread,0
nice product got day bass sound quality,0
really good product boat price range improve build quality keeping sound quality similar really loved itread,0
headphone good well sound priceread,0
want budget ear headphone buy world sound bass quality awsome battery back main higligts easily carry anywhere come awesome gose flipkart,0
sound good clear flaunting bass not good,0
wow product amazing sound cancellation read,0
good headphoneread,0
sound quality amazing could comfortableread,0
okay battery not expectedread,0
sound quality promising want ityou loose wallet otherwise valuable money productsound quality quite goodbass goodand fit head u really cant put hour becoz u start getting headache bluetooth range average sound start fluctuating go beyond metresoverall impressed buy special sale r read,0
cannot better product low price love using buy without doubt not seen lack till full quality well good sound jay hind read,0
sound quality good clean qurior service fast delivery boy well behaveread,0
not recommendedread,1
really nice one price range battery backup goodread,0
sound come headset badread,1
worth buying super power super base totally budget friendly handyread,0
budget low need premium quality headphone go read,0
one side headphone isnt working within daysread,1
bought headphone june day ive using far battery backup superb price segment sound bass crystal clear noise cancellation work well small complaint regarding design wearing hour ear star paining due small ear cap tight build overall good product people comprise ear,0
osm product good sound base quality good satisfiedread,0
nice headphone not,1
call voice quality worse,1
good product go,0
nice produce afterall,0
overall good call whatsapp calling apps voice not clear others read,0
